opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value,industry,won,amount,days_to_deadline,employee_win_rate,industry_encoded,is_repeat_customer,priority_encoded
5AU1SJA7,Corliss Cosme,GTXPro,Ontomedia,Won,2017-07-02,2017-07-08,4830.0,Manufacturing,1,4830.0,6,0.6550218340611353,2,1,0
S9N98QU9,Daniell Hammack,GTX Plus Pro,Bluth Company,Lost,2017-07-02,2017-07-03,0.0,Energy,0,0.0,1,0.6096256684491979,1,1,0
A9Q7ERA4,Darcel Schlecht,GTX Plus Pro,Finhigh,Won,2017-07-02,2017-07-04,5333.0,Banking,1,5333.0,2,0.6311030741410488,0,1,2
RY8Z6RH2,Elease Gluck,MG Advanced,Condax,Lost,2017-07-02,2017-07-11,0.0,Banking,0,0.0,9,0.6349206349206349,0,1,2
9J8O59QW,Gladys Colclough,GTX Plus Pro,Stanredtax,Lost,2017-07-02,2017-08-24,0.0,Retail,0,0.0,53,0.5818965517241379,4,1,1
KWVYR0LQ,Gladys Colclough,MG Advanced,Codehow,Lost,2017-07-02,2017-07-03,0.0,Telecom,0,0.0,1,0.5818965517241379,6,1,2
0D95JSVW,James Ascencio,GTX Plus Pro,Hatfan,Won,2017-07-02,2017-09-16,6192.0,Public Sector,1,6192.0,76,0.6553398058252428,3,1,2
74JAOLQU,Kami Bicknell,GTX Basic,Rantouch,Lost,2017-07-02,2017-08-16,0.0,Energy,0,0.0,45,0.6397058823529411,1,1,0
CMLYDJFN,Kami Bicknell,GTX Basic,Plexzap,Won,2017-07-02,2017-08-11,490.0,Manufacturing,1,490.0,40,0.6397058823529411,2,1,0
TFQEGZ1X,Lajuana Vencill,GTX Basic,Ron-tech,Lost,2017-07-02,2017-07-04,0.0,Manufacturing,0,0.0,2,0.5497835497835498,2,1,2
5COSD90U,Markita Hansen,GTX Basic,Konex,Lost,2017-07-02,2017-07-09,0.0,Public Sector,0,0.0,7,0.5726872246696035,3,1,1
6TBAKLMX,Niesha Huffines,GTX Plus Basic,Funholding,Won,2017-07-02,2017-09-23,1157.0,Retail,1,1157.0,83,0.6,4,1,0
B50V1XGA,Vicki Laflamme,MG Advanced,Fasehatice,Lost,2017-07-02,2017-08-31,0.0,Telecom,0,0.0,60,0.6368876080691642,6,1,2
SOW7H1RP,Vicki Laflamme,MG Advanced,Lexiqvolax,Lost,2017-07-02,2017-07-03,0.0,Public Sector,0,0.0,1,0.6368876080691642,3,1,2
OHJGW03I,Violet Mclelland,MG Special,Yearin,Won,2017-07-02,2017-07-13,55.0,Retail,1,55.0,11,0.6321243523316062,4,1,1
R6KPUAH7,Zane Levy,MG Advanced,Sunnamplex,Lost,2017-07-02,2017-07-06,0.0,Public Sector,0,0.0,4,0.6168582375478927,3,1,1
AJQC76NI,Zane Levy,GTXPro,Doncon,Won,2017-07-02,2017-08-26,4655.0,Shipping,1,4655.0,55,0.6168582375478927,5,1,0
PH5GSB37,Boris Faz,GTXPro,Massive Dynamic,Won,2017-07-03,2017-08-26,5833.0,Banking,1,5833.0,54,0.6601307189542484,0,1,1
9OLZU3WB,Cecily Lampkin,MG Special,Condax,Won,2017-07-03,2017-09-23,47.0,Banking,1,47.0,82,0.66875,0,1,2
JDXET5H9,Cecily Lampkin,MG Special,Warephase,Won,2017-07-03,2017-08-31,51.0,Retail,1,51.0,59,0.66875,4,1,2
8RE1600O,Darcel Schlecht,GTXPro,Inity,Lost,2017-07-03,2017-07-04,0.0,Manufacturing,0,0.0,1,0.6311030741410488,2,1,1
NGMC9NSG,Darcel Schlecht,MG Advanced,Gogozoom,Lost,2017-07-03,2017-07-12,0.0,Telecom,0,0.0,9,0.6311030741410488,6,1,1
G6FKELQV,Donn Cantrell,GTX Basic,Initech,Lost,2017-07-03,2017-09-25,0.0,Banking,0,0.0,84,0.5745454545454546,0,1,1
IKNMU8HM,Donn Cantrell,GTX Plus Pro,Plussunin,Lost,2017-07-03,2017-09-10,0.0,Energy,0,0.0,69,0.5745454545454546,1,1,1
AHIDE6VS,Donn Cantrell,GTX Basic,Kan-code,Won,2017-07-03,2017-07-12,540.0,Public Sector,1,540.0,9,0.5745454545454546,3,1,0
YZJLPVJG,Donn Cantrell,GTX Plus Pro,Konex,Won,2017-07-03,2017-07-04,4915.0,Public Sector,1,4915.0,1,0.5745454545454546,3,1,1
GOSCKNUX,James Ascencio,GTX Plus Pro,Rantouch,Lost,2017-07-03,2017-07-04,0.0,Energy,0,0.0,1,0.6553398058252428,1,1,0
GC3IVG7S,James Ascencio,GTX Plus Pro,Singletechno,Lost,2017-07-03,2017-07-05,0.0,Retail,0,0.0,2,0.6553398058252428,4,1,2
S81YI4QH,James Ascencio,GTX Plus Pro,Sunnamplex,Lost,2017-07-03,2017-07-10,0.0,Public Sector,0,0.0,7,0.6553398058252428,3,1,1
M3MJY0CK,James Ascencio,GTX Plus Pro,Lexiqvolax,Won,2017-07-03,2017-09-27,6693.0,Public Sector,1,6693.0,86,0.6553398058252428,3,1,0
H2HNTSIP,Jonathan Berthelot,MG Advanced,Hottechi,Won,2017-07-03,2017-07-05,3101.0,Public Sector,1,3101.0,2,0.6477272727272727,3,1,1
8APZZ20T,Kami Bicknell,GTX Plus Basic,Y-corporation,Lost,2017-07-03,2017-08-15,0.0,Manufacturing,0,0.0,43,0.6397058823529411,2,1,2
RABLXW5E,Kami Bicknell,MG Special,Hatfan,Won,2017-07-03,2017-09-02,56.0,Public Sector,1,56.0,61,0.6397058823529411,3,1,2
TJTOVN5K,Kary Hendrixson,GTX Plus Basic,Cheers,Won,2017-07-03,2017-07-12,935.0,Telecom,1,935.0,9,0.6238805970149254,6,1,2
1IG94UUQ,Kary Hendrixson,GTX Plus Basic,Singletechno,Won,2017-07-03,2017-07-13,1133.0,Retail,1,1133.0,10,0.6238805970149254,4,1,1
MN8UHP5B,Kary Hendrixson,GTXPro,Y-corporation,Won,2017-07-03,2017-08-12,4904.0,Manufacturing,1,4904.0,40,0.6238805970149254,2,1,1
D7JDQB12,Lajuana Vencill,MG Advanced,Bioholding,Won,2017-07-03,2017-09-23,2857.0,Banking,1,2857.0,82,0.5497835497835498,0,1,0
GWI45VGH,Lajuana Vencill,MG Advanced,Dontechi,Won,2017-07-03,2017-09-02,3118.0,Shipping,1,3118.0,61,0.5497835497835498,5,1,2
G3TZD0CB,Marty Freudenburg,GTX Plus Basic,Funholding,Won,2017-07-03,2017-07-11,1204.0,Retail,1,1204.0,8,0.6288659793814433,4,1,1
1PAPS9QO,Maureen Marcano,MG Advanced,Y-corporation,Lost,2017-07-03,2017-07-09,0.0,Manufacturing,0,0.0,6,0.6995305164319249,2,1,2
WXCEZ7JY,Moses Frase,GTX Basic,Conecom,Won,2017-07-03,2017-09-06,376.0,Shipping,1,376.0,65,0.6615384615384615,5,1,2
WR45SVGN,Versie Hillebrand,GTX Basic,Toughzap,Won,2017-07-03,2017-11-02,511.0,Retail,1,511.0,122,0.6666666666666666,4,1,0
WAFSPTW6,Vicki Laflamme,GTX Basic,Lexiqvolax,Won,2017-07-03,2017-07-14,491.0,Public Sector,1,491.0,11,0.6368876080691642,3,1,0
5FYPINRL,Violet Mclelland,MG Special,Donware,Lost,2017-07-03,2017-07-16,0.0,Banking,0,0.0,13,0.6321243523316062,0,1,0
VLPSQ076,Wilburn Farren,MG Advanced,Betasoloin,Lost,2017-07-03,2017-07-12,0.0,Banking,0,0.0,9,0.6962025316455697,0,1,0
3AX6QBR3,Wilburn Farren,MG Advanced,Donquadtech,Won,2017-07-03,2017-09-07,3101.0,Shipping,1,3101.0,66,0.6962025316455697,5,1,2
ZY3AVAK0,Zane Levy,MG Special,Y-corporation,Lost,2017-07-03,2017-08-22,0.0,Manufacturing,0,0.0,50,0.6168582375478927,2,1,0
FVCL72VU,Anna Snelling,GTX Plus Pro,Cancity,Lost,2017-07-04,2017-07-14,0.0,Public Sector,0,0.0,10,0.6190476190476191,3,1,0
24OSGLGF,Anna Snelling,MG Special,Dontechi,Won,2017-07-04,2017-07-06,56.0,Shipping,1,56.0,2,0.6190476190476191,5,1,0
31NQQEEO,Cassey Cress,GTX Basic,Opentech,Lost,2017-07-04,2017-09-11,0.0,Retail,0,0.0,69,0.6245210727969349,4,1,0
ADRU5BLP,Darcel Schlecht,GTX Plus Basic,Inity,Lost,2017-07-04,2017-07-12,0.0,Manufacturing,0,0.0,8,0.6311030741410488,2,1,2
AUPXRV8O,Darcel Schlecht,GTX Plus Basic,Ron-tech,Won,2017-07-04,2017-09-05,1300.0,Manufacturing,1,1300.0,63,0.6311030741410488,2,1,0
CI00UV0Y,Darcel Schlecht,GTXPro,Rundofase,Won,2017-07-04,2017-07-05,4544.0,Public Sector,1,4544.0,1,0.6311030741410488,3,1,2
VH3C0A8F,Donn Cantrell,GTX Basic,Mathtouch,Lost,2017-07-04,2017-07-05,0.0,Energy,0,0.0,1,0.5745454545454546,1,1,1
1E5MFGR7,Donn Cantrell,GTX Basic,Plussunin,Lost,2017-07-04,2017-09-26,0.0,Energy,0,0.0,84,0.5745454545454546,1,1,2
TS2JEK3E,Donn Cantrell,GTX Basic,Betasoloin,Won,2017-07-04,2017-09-23,531.0,Banking,1,531.0,81,0.5745454545454546,0,1,2
4R0TB2CL,Donn Cantrell,GTXPro,Bubba Gump,Won,2017-07-04,2017-07-13,4669.0,Retail,1,4669.0,9,0.5745454545454546,4,1,0
5OJ3QR1W,Gladys Colclough,MG Special,Inity,Lost,2017-07-04,2017-11-03,0.0,Manufacturing,0,0.0,122,0.5818965517241379,2,1,1
R162LSFR,Kami Bicknell,GTXPro,Goodsilron,Lost,2017-07-04,2017-07-06,0.0,Energy,0,0.0,2,0.6397058823529411,1,1,1
X7J3O7TC,Kary Hendrixson,GTX Basic,Dalttechnology,Lost,2017-07-04,2017-07-11,0.0,Shipping,0,0.0,7,0.6238805970149254,5,1,1
Q7RV0YW6,Kary Hendrixson,GTX Plus Basic,Green-Plus,Lost,2017-07-04,2017-07-10,0.0,Retail,0,0.0,6,0.6238805970149254,4,1,1
S5E8MBO3,Markita Hansen,GTX Basic,Plexzap,Lost,2017-07-04,2017-09-19,0.0,Manufacturing,0,0.0,77,0.5726872246696035,2,1,2
QE6A49LE,Moses Frase,MG Special,Hottechi,Lost,2017-07-04,2017-07-11,0.0,Public Sector,0,0.0,7,0.6615384615384615,3,1,1
XGMMHWZC,Moses Frase,GTX Basic,Domzoom,Won,2017-07-04,2017-09-25,475.0,Retail,1,475.0,83,0.6615384615384615,4,1,2
7MK55ULJ,Moses Frase,GTX Plus Basic,Ron-tech,Won,2017-07-04,2017-07-05,1102.0,Manufacturing,1,1102.0,1,0.6615384615384615,2,1,2
0VZIDVCC,Moses Frase,MG Special,Zumgoity,Won,2017-07-04,2017-07-09,55.0,Public Sector,1,55.0,5,0.6615384615384615,3,1,2
D1XYQH35,Niesha Huffines,GTX Basic,Treequote,Lost,2017-07-04,2017-07-15,0.0,Retail,0,0.0,11,0.6,4,1,1
XAR2VX09,Versie Hillebrand,MG Special,Scottech,Lost,2017-07-04,2017-07-06,0.0,Banking,0,0.0,2,0.6666666666666666,0,1,0
YTQH4YM9,Versie Hillebrand,MG Special,Cancity,Won,2017-07-04,2017-07-05,63.0,Public Sector,1,63.0,1,0.6666666666666666,3,1,0
KMLW6GXY,Vicki Laflamme,MG Advanced,Kan-code,Lost,2017-07-04,2017-07-12,0.0,Public Sector,0,0.0,8,0.6368876080691642,3,1,1
IG734VZK,Vicki Laflamme,GTX Plus Pro,Plusstrip,Won,2017-07-04,2017-07-14,5971.0,Public Sector,1,5971.0,10,0.6368876080691642,3,1,0
W3C2KLXD,Wilburn Farren,GTX Plus Pro,Ganjaflex,Won,2017-07-04,2017-08-27,5710.0,Retail,1,5710.0,54,0.6962025316455697,4,1,0
8Z1SIQSI,Zane Levy,GTXPro,Rantouch,Lost,2017-07-04,2017-07-09,0.0,Energy,0,0.0,5,0.6168582375478927,1,1,2
IZJR1WDM,Zane Levy,MG Special,Plexzap,Won,2017-07-04,2017-09-21,52.0,Manufacturing,1,52.0,79,0.6168582375478927,2,1,2
5MRPZ44K,Anna Snelling,GTX Basic,Domzoom,Won,2017-07-05,2017-08-28,522.0,Retail,1,522.0,54,0.6190476190476191,4,1,1
W0LFL18P,Cassey Cress,GTX Plus Basic,Iselectrics,Lost,2017-07-05,2017-07-12,0.0,Energy,0,0.0,7,0.6245210727969349,1,1,1
5H9ELV2H,Cassey Cress,GTX Plus Pro,Zathunicon,Lost,2017-07-05,2017-07-13,0.0,Retail,0,0.0,8,0.6245210727969349,4,1,0
KDDN1E4O,Cassey Cress,GTX Plus Basic,Betasoloin,Won,2017-07-05,2017-07-14,1109.0,Banking,1,1109.0,9,0.6245210727969349,0,1,2
S8JALB62,Cassey Cress,MG Advanced,The New York Inquirer,Won,2017-07-05,2017-07-06,3508.0,Banking,1,3508.0,1,0.6245210727969349,0,1,1
2HPCHBIL,Corliss Cosme,GTX Plus Pro,Bluth Company,Lost,2017-07-05,2017-07-14,0.0,Energy,0,0.0,9,0.6550218340611353,1,1,1
Q9JV7YXX,Daniell Hammack,GTX Plus Basic,Plussunin,Lost,2017-07-05,2017-07-16,0.0,Energy,0,0.0,11,0.6096256684491979,1,1,1
J3N73B00,Darcel Schlecht,GTXPro,Hottechi,Won,2017-07-05,2017-08-29,4346.0,Public Sector,1,4346.0,55,0.6311030741410488,3,1,1
STG85Q0N,Donn Cantrell,GTX Basic,Kinnamplus,Lost,2017-07-05,2017-07-06,0.0,Telecom,0,0.0,1,0.5745454545454546,6,1,1
VMI5QYS3,Donn Cantrell,GTXPro,Xx-zobam,Lost,2017-07-05,2017-07-09,0.0,Manufacturing,0,0.0,4,0.5745454545454546,2,1,1
09W047QT,Donn Cantrell,GTXPro,Umbrella Corporation,Won,2017-07-05,2017-08-10,4565.0,Public Sector,1,4565.0,36,0.5745454545454546,3,1,0
VXOZC2CN,Garret Kinder,GTX Plus Basic,Vehement Capital Partners,Won,2017-07-05,2017-09-29,1319.0,Banking,1,1319.0,86,0.6097560975609756,0,1,2
JAMW5SWB,James Ascencio,GTXPro,Hottechi,Won,2017-07-05,2017-07-06,5157.0,Public Sector,1,5157.0,1,0.6553398058252428,3,1,2
WCKKFSVL,Jonathan Berthelot,MG Advanced,Dontechi,Lost,2017-07-05,2017-07-06,0.0,Shipping,0,0.0,1,0.6477272727272727,5,1,1
GVCWDG9Y,Jonathan Berthelot,GTXPro,Globex Corporation,Won,2017-07-05,2017-07-17,4213.0,Retail,1,4213.0,12,0.6477272727272727,4,1,2
UEXJN3Y6,Kami Bicknell,GTX Plus Basic,Konex,Won,2017-07-05,2017-07-12,1230.0,Public Sector,1,1230.0,7,0.6397058823529411,3,1,2
MCQGU5EA,Kary Hendrixson,GTX Basic,Sunnamplex,Won,2017-07-05,2017-07-15,443.0,Public Sector,1,443.0,10,0.6238805970149254,3,1,2
M0IN22XH,Kary Hendrixson,GTX Plus Basic,Zoomit,Won,2017-07-05,2017-09-26,1043.0,Energy,1,1043.0,83,0.6238805970149254,1,1,1
8HWWW76K,Lajuana Vencill,GTX Basic,dambase,Lost,2017-07-05,2017-07-07,0.0,Retail,0,0.0,2,0.5497835497835498,4,1,1
707CQDQK,Markita Hansen,MG Special,Groovestreet,Lost,2017-07-05,2017-08-23,0.0,Retail,0,0.0,49,0.5726872246696035,4,1,2
4PTCB3CS,Marty Freudenburg,MG Advanced,Globex Corporation,Lost,2017-07-05,2017-07-13,0.0,Retail,0,0.0,8,0.6288659793814433,4,1,2
IEB855X8,Marty Freudenburg,MG Advanced,Codehow,Won,2017-07-05,2017-08-08,3458.0,Telecom,1,3458.0,34,0.6288659793814433,6,1,1
IDA8D96H,Maureen Marcano,GTX Plus Pro,Zoomit,Lost,2017-07-05,2017-07-13,0.0,Energy,0,0.0,8,0.6995305164319249,1,1,0
DLQNAOWB,Rosalina Dieter,MG Special,Plusstrip,Lost,2017-07-05,2017-07-07,0.0,Public Sector,0,0.0,2,0.6545454545454545,3,1,2
R9V8QAPK,Rosie Papadopoulos,MG Special,Kan-code,Won,2017-07-05,2017-07-14,58.0,Public Sector,1,58.0,9,0.6446280991735537,3,1,0
P6KXSJPD,Versie Hillebrand,MG Special,Codehow,Lost,2017-07-05,2017-07-10,0.0,Telecom,0,0.0,5,0.6666666666666666,6,1,2
KM0RKC4Q,Vicki Laflamme,GTX Basic,Hottechi,Lost,2017-07-05,2017-07-06,0.0,Public Sector,0,0.0,1,0.6368876080691642,3,1,0
58TUIJ6D,Zane Levy,GTXPro,Cheers,Lost,2017-07-05,2017-07-17,0.0,Telecom,0,0.0,12,0.6168582375478927,6,1,0
BXOIQHTS,Zane Levy,GTX Basic,Y-corporation,Won,2017-07-05,2017-09-20,658.0,Manufacturing,1,658.0,77,0.6168582375478927,2,1,0
CC3B5DSU,Anna Snelling,GTX Plus Pro,Treequote,Lost,2017-07-06,2017-07-16,0.0,Retail,0,0.0,10,0.6190476190476191,4,1,1
GLM4XZLI,Cassey Cress,GTX Plus Pro,Donware,Lost,2017-07-06,2017-07-07,0.0,Banking,0,0.0,1,0.6245210727969349,0,1,0
K8VBNOW9,Cassey Cress,GTX Plus Pro,Plussunin,Won,2017-07-06,2017-09-01,4791.0,Energy,1,4791.0,57,0.6245210727969349,1,1,0
3GEDSDVN,Cecily Lampkin,GTX Basic,Inity,Won,2017-07-06,2017-07-08,590.0,Manufacturing,1,590.0,2,0.66875,2,1,0
R0ZYAJFM,Cecily Lampkin,GTX Plus Pro,Isdom,Won,2017-07-06,2017-07-14,5629.0,Retail,1,5629.0,8,0.66875,4,1,2
R8X2RVQ2,Corliss Cosme,GTXPro,Vehement Capital Partners,Lost,2017-07-06,2017-07-15,0.0,Banking,0,0.0,9,0.6550218340611353,0,1,0
DFG6OP8T,Daniell Hammack,GTX Plus Pro,Massive Dynamic,Lost,2017-07-06,2017-07-18,0.0,Banking,0,0.0,12,0.6096256684491979,0,1,2
JB4MECWM,Daniell Hammack,GTXPro,Xx-zobam,Lost,2017-07-06,2017-07-07,0.0,Manufacturing,0,0.0,1,0.6096256684491979,2,1,0
CDGA1SD7,Darcel Schlecht,GTXPro,Streethex,Won,2017-07-06,2017-09-12,4323.0,Banking,1,4323.0,68,0.6311030741410488,0,1,0
SBILEY2W,Darcel Schlecht,GTXPro,Treequote,Won,2017-07-06,2017-07-12,5085.0,Retail,1,5085.0,6,0.6311030741410488,4,1,1
JMTKEPXF,Donn Cantrell,MG Advanced,Zotware,Won,2017-07-06,2017-07-17,2996.0,Banking,1,2996.0,11,0.5745454545454546,0,1,2
937CNF5D,Garret Kinder,GTXPro,Condax,Won,2017-07-06,2017-07-14,4682.0,Banking,1,4682.0,8,0.6097560975609756,0,1,0
EQ399D3M,Hayden Neloms,MG Advanced,Sonron,Won,2017-07-06,2017-07-14,3250.0,Manufacturing,1,3250.0,8,0.7039473684210527,2,1,2
DOVNGYN4,Kami Bicknell,GTX Basic,Green-Plus,Lost,2017-07-06,2017-07-12,0.0,Retail,0,0.0,6,0.6397058823529411,4,1,2
A0IS9TWV,Kary Hendrixson,GTXPro,Kan-code,Lost,2017-07-06,2017-07-16,0.0,Public Sector,0,0.0,10,0.6238805970149254,3,1,1
E7TDBIDS,Kary Hendrixson,GTXPro,Kan-code,Won,2017-07-06,2017-09-06,5323.0,Public Sector,1,5323.0,62,0.6238805970149254,3,1,1
TIFPUXSQ,Marty Freudenburg,GTX Basic,Condax,Lost,2017-07-06,2017-07-07,0.0,Banking,0,0.0,1,0.6288659793814433,0,1,1
LXDCC260,Marty Freudenburg,GTX Plus Pro,Funholding,Won,2017-07-06,2017-07-07,5966.0,Retail,1,5966.0,1,0.6288659793814433,4,1,1
1Z72JRDI,Maureen Marcano,MG Advanced,Labdrill,Won,2017-07-06,2017-07-16,3452.0,Energy,1,3452.0,10,0.6995305164319249,1,1,1
XTBADYHW,Moses Frase,MG Special,Toughzap,Lost,2017-07-06,2017-07-17,0.0,Retail,0,0.0,11,0.6615384615384615,4,1,1
PPDU7OWD,Moses Frase,MG Advanced,Stanredtax,Lost,2017-07-06,2017-07-13,0.0,Retail,0,0.0,7,0.6615384615384615,4,1,1
CJ05Q2G5,Rosalina Dieter,GTX Basic,Labdrill,Lost,2017-07-06,2017-07-11,0.0,Energy,0,0.0,5,0.6545454545454545,1,1,1
MON3JWUF,Vicki Laflamme,GTX Basic,Faxquote,Won,2017-07-06,2017-07-13,583.0,Telecom,1,583.0,7,0.6368876080691642,6,1,0
SFMKU2FV,Violet Mclelland,MG Special,Ontomedia,Lost,2017-07-06,2017-07-16,0.0,Manufacturing,0,0.0,10,0.6321243523316062,2,1,2
9FH2VYQQ,Zane Levy,GTX Plus Basic,Goodsilron,Lost,2017-07-06,2017-07-13,0.0,Energy,0,0.0,7,0.6168582375478927,1,1,1
PMVKMS6A,Zane Levy,GTX Basic,J-Texon,Won,2017-07-06,2017-09-27,507.0,Telecom,1,507.0,83,0.6168582375478927,6,1,1
E62A05BH,Anna Snelling,GTX Basic,Inity,Lost,2017-07-07,2017-07-15,0.0,Manufacturing,0,0.0,8,0.6190476190476191,2,1,2
U3GCADFV,Anna Snelling,MG Special,Rangreen,Lost,2017-07-07,2017-07-13,0.0,Energy,0,0.0,6,0.6190476190476191,1,1,0
611J0LEK,Boris Faz,GTX Basic,Betasoloin,Won,2017-07-07,2017-07-09,574.0,Banking,1,574.0,2,0.6601307189542484,0,1,2
ZWA2ES4F,Cassey Cress,MG Special,Opentech,Won,2017-07-07,2017-09-07,48.0,Retail,1,48.0,62,0.6245210727969349,4,1,2
LNT5B9XY,Cecily Lampkin,MG Special,Statholdings,Lost,2017-07-07,2017-07-17,0.0,Manufacturing,0,0.0,10,0.66875,2,1,1
CPQ348W9,Cecily Lampkin,GTX Basic,Isdom,Won,2017-07-07,2017-07-15,458.0,Retail,1,458.0,8,0.66875,4,1,2
UZ0MRAFU,Cecily Lampkin,GTX Plus Pro,Codehow,Won,2017-07-07,2017-09-18,5455.0,Telecom,1,5455.0,73,0.66875,6,1,2
VFO5EK6R,Corliss Cosme,GTX Basic,Silis,Lost,2017-07-07,2017-07-14,0.0,Public Sector,0,0.0,7,0.6550218340611353,3,1,1
GE5SORJX,Corliss Cosme,GTX Plus Pro,Kan-code,Won,2017-07-07,2017-09-17,5666.0,Public Sector,1,5666.0,72,0.6550218340611353,3,1,1
03O9FNTZ,Daniell Hammack,GTX Plus Basic,Bluth Company,Won,2017-07-07,2017-07-09,1107.0,Energy,1,1107.0,2,0.6096256684491979,1,1,1
FIQIRK37,Daniell Hammack,GTXPro,Acme Corporation,Won,2017-07-07,2017-07-08,4089.0,Shipping,1,4089.0,1,0.6096256684491979,5,1,1
M6J6VNVQ,Donn Cantrell,GTX Basic,Ontomedia,Won,2017-07-07,2017-09-08,498.0,Manufacturing,1,498.0,63,0.5745454545454546,2,1,2
S767XDO3,Elease Gluck,MG Advanced,Hatfan,Lost,2017-07-07,2017-09-07,0.0,Public Sector,0,0.0,62,0.6349206349206349,3,1,2
ZPKCSV3R,Jonathan Berthelot,MG Special,Dontechi,Won,2017-07-07,2017-07-11,64.0,Shipping,1,64.0,4,0.6477272727272727,5,1,0
CLA3RTMS,Kami Bicknell,MG Advanced,Xx-holding,Lost,2017-07-07,2017-07-09,0.0,Telecom,0,0.0,2,0.6397058823529411,6,1,0
OJWV4RT2,Kary Hendrixson,GTX Basic,Konex,Lost,2017-07-07,2017-07-09,0.0,Public Sector,0,0.0,2,0.6238805970149254,3,1,2
PMQCN4PR,Kary Hendrixson,GTX Basic,Finjob,Won,2017-07-07,2017-07-09,565.0,Manufacturing,1,565.0,2,0.6238805970149254,2,1,0
CBIFB5BB,Kary Hendrixson,GTX Basic,Kan-code,Won,2017-07-07,2017-07-17,579.0,Public Sector,1,579.0,10,0.6238805970149254,3,1,2
BSVZWUXR,Lajuana Vencill,MG Special,Hottechi,Won,2017-07-07,2017-09-11,56.0,Public Sector,1,56.0,66,0.5497835497835498,3,1,0
PU2UJDTV,Markita Hansen,GTXPro,Scotfind,Won,2017-07-07,2017-09-05,4063.0,Telecom,1,4063.0,60,0.5726872246696035,6,1,1
LN9NU0A8,Marty Freudenburg,GTX Plus Basic,Inity,Won,2017-07-07,2017-07-17,1193.0,Manufacturing,1,1193.0,10,0.6288659793814433,2,1,0
KD27RNU9,Moses Frase,GTX Basic,Scottech,Lost,2017-07-07,2017-07-15,0.0,Banking,0,0.0,8,0.6615384615384615,0,1,1
FN50OJHN,Niesha Huffines,GTX Plus Basic,Betatech,Won,2017-07-07,2017-07-11,1088.0,Public Sector,1,1088.0,4,0.6,3,1,1
YA68AAQK,Reed Clapper,GTX Plus Basic,Xx-zobam,Lost,2017-07-07,2017-09-17,0.0,Manufacturing,0,0.0,72,0.6540084388185654,2,1,1
90K2ZTKB,Rosalina Dieter,MG Special,Xx-holding,Won,2017-07-07,2017-09-11,58.0,Telecom,1,58.0,66,0.6545454545454545,6,1,1
1M0THQSZ,Vicki Laflamme,MG Advanced,Golddex,Lost,2017-07-07,2017-07-09,0.0,Manufacturing,0,0.0,2,0.6368876080691642,2,1,0
Y1GEH2EG,Vicki Laflamme,GTX Plus Pro,Green-Plus,Won,2017-07-07,2017-07-13,4466.0,Retail,1,4466.0,6,0.6368876080691642,4,1,2
593L4BNI,Violet Mclelland,GTX Basic,Kinnamplus,Lost,2017-07-07,2017-07-14,0.0,Telecom,0,0.0,7,0.6321243523316062,6,1,1
83EZC8YK,Violet Mclelland,MG Advanced,Xx-zobam,Lost,2017-07-07,2017-07-15,0.0,Manufacturing,0,0.0,8,0.6321243523316062,2,1,0
4MTCQ31T,Anna Snelling,MG Special,Gogozoom,Won,2017-07-08,2017-11-06,55.0,Telecom,1,55.0,121,0.6190476190476191,6,1,1
TJYNW3C7,Cassey Cress,GTX Plus Basic,Donware,Lost,2017-07-08,2017-07-15,0.0,Banking,0,0.0,7,0.6245210727969349,0,1,0
COGZW25D,Cassey Cress,GTX Plus Basic,Konex,Won,2017-07-08,2017-07-16,861.0,Public Sector,1,861.0,8,0.6245210727969349,3,1,0
O83AR1CC,Corliss Cosme,MG Advanced,Plussunin,Lost,2017-07-08,2017-07-09,0.0,Energy,0,0.0,1,0.6550218340611353,1,1,0
BOG3D6D7,Corliss Cosme,GTXPro,Umbrella Corporation,Won,2017-07-08,2017-07-19,5137.0,Public Sector,1,5137.0,11,0.6550218340611353,3,1,2
J03H7OQF,Darcel Schlecht,MG Special,Betatech,Won,2017-07-08,2017-07-16,54.0,Public Sector,1,54.0,8,0.6311030741410488,3,1,0
DJXM9LIW,Donn Cantrell,GTX Plus Basic,Kinnamplus,Won,2017-07-08,2017-07-14,1020.0,Telecom,1,1020.0,6,0.5745454545454546,6,1,0
6XH71PH8,Donn Cantrell,GTX Plus Basic,Yearin,Won,2017-07-08,2017-09-28,1136.0,Retail,1,1136.0,82,0.5745454545454546,4,1,2
AW1U6QKR,Donn Cantrell,MG Special,Konex,Won,2017-07-08,2017-07-14,55.0,Public Sector,1,55.0,6,0.5745454545454546,3,1,2
MAVEITJH,Elease Gluck,GTXPro,Groovestreet,Won,2017-07-08,2017-09-09,5097.0,Retail,1,5097.0,63,0.6349206349206349,4,1,0
GUJNYTXN,Garret Kinder,GTX Basic,Kinnamplus,Won,2017-07-08,2017-07-09,483.0,Telecom,1,483.0,1,0.6097560975609756,6,1,2
ELLLRB7A,James Ascencio,GTX Basic,Zoomit,Won,2017-07-08,2017-08-29,587.0,Energy,1,587.0,52,0.6553398058252428,1,1,1
F4EHCQIC,James Ascencio,GTX Plus Pro,Kan-code,Won,2017-07-08,2017-07-16,5284.0,Public Sector,1,5284.0,8,0.6553398058252428,3,1,1
